id,type,concept_id,wn30_id,domain,language,text,char,ipa,audio_path,char_type,case
concept:89317,Concept,89317,,,,,,,,,
synset:02665088-a,Synset,,02665088-a,,,,,,,,
concept:89318,Concept,89318,,,,,,,,,
synset:02665212-a,Synset,,02665212-a,,,,,,,,
concept:89319,Concept,89319,,,,,,,,,
synset:02665367-a,Synset,,02665367-a,,,,,,,,
concept:8932,Concept,8932,,,,,,,,,
synset:01796019-n,Synset,,01796019-n,,,,,,,,
concept:89320,Concept,89320,,,,,,,,,
synset:02665497-a,Synset,,02665497-a,,,,,,,,
concept:89321,Concept,89321,,,,,,,,,
synset:02665642-a,Synset,,02665642-a,,,,,,,,
concept:89322,Concept,89322,,,,,,,,,
synset:02665803-a,Synset,,02665803-a,,,,,,,,
concept:89323,Concept,89323,,,,,,,,,
synset:02666029-a,Synset,,02666029-a,,,,,,,,
concept:89324,Concept,89324,,,,,,,,,
synset:02666132-a,Synset,,02666132-a,,,,,,,,
concept:89325,Concept,89325,,,,,,,,,
synset:02666294-a,Synset,,02666294-a,,,,,,,,
concept:89326,Concept,89326,,,,,,,,,
synset:02666434-a,Synset,,02666434-a,,,,,,,,
concept:89327,Concept,89327,,,,,,,,,
synset:02666530-a,Synset,,02666530-a,,,,,,,,
concept:89328,Concept,89328,,,,,,,,,
synset:02666637-a,Synset,,02666637-a,,,,,,,,
concept:89329,Concept,89329,,,,,,,,,
synset:02666747-a,Synset,,02666747-a,,,,,,,,
concept:8933,Concept,8933,,,,,,,,,
synset:01796105-n,Synset,,01796105-n,,,,,,,,
concept:89330,Concept,89330,,,,,,,,,
synset:02666852-a,Synset,,02666852-a,,,,,,,,
concept:89331,Concept,89331,,,,,,,,,
synset:02666952-a,Synset,,02666952-a,,,,,,,,
concept:89332,Concept,89332,,,,,,,,,
synset:02667148-a,Synset,,02667148-a,,,,,,,,
concept:89333,Concept,89333,,,,,,,,,
synset:02667275-a,Synset,,02667275-a,,,,,,,,
concept:89334,Concept,89334,,,,,,,,,
synset:02667426-a,Synset,,02667426-a,,,,,,,,
concept:89335,Concept,89335,,,,,,,,,
synset:02667550-a,Synset,,02667550-a,,,,,,,,
concept:89336,Concept,89336,,,,,,,,,
synset:02667637-a,Synset,,02667637-a,,,,,,,,
concept:89337,Concept,89337,,,,,,,,,
synset:02667741-a,Synset,,02667741-a,,,,,,,,
concept:89338,Concept,89338,,,,,,,,,
synset:02667973-a,Synset,,02667973-a,,,,,,,,
concept:89339,Concept,89339,,,,,,,,,
synset:02668058-a,Synset,,02668058-a,,,,,,,,
concept:8934,Concept,8934,,,,,,,,,
synset:01796222-n,Synset,,01796222-n,,,,,,,,
concept:89340,Concept,89340,,,,,,,,,
synset:02668153-a,Synset,,02668153-a,,,,,,,,
concept:89341,Concept,89341,,,,,,,,,
synset:02668258-a,Synset,,02668258-a,,,,,,,,
concept:89342,Concept,89342,,,,,,,,,
synset:02668432-a,Synset,,02668432-a,,,,,,,,
concept:89343,Concept,89343,,,,,,,,,
synset:02668585-a,Synset,,02668585-a,,,,,,,,
concept:89344,Concept,89344,,,,,,,,,
synset:02668695-a,Synset,,02668695-a,,,,,,,,
concept:89345,Concept,89345,,,,,,,,,
synset:02668839-a,Synset,,02668839-a,,,,,,,,
concept:89346,Concept,89346,,,,,,,,,
synset:02668981-a,Synset,,02668981-a,,,,,,,,
concept:89347,Concept,89347,,,,,,,,,
synset:02669125-a,Synset,,02669125-a,,,,,,,,
concept:89348,Concept,89348,,,,,,,,,
synset:02669223-a,Synset,,02669223-a,,,,,,,,
concept:89349,Concept,89349,,,,,,,,,
synset:02669373-a,Synset,,02669373-a,,,,,,,,
concept:8935,Concept,8935,,,,,,,,,
synset:01796340-n,Synset,,01796340-n,,,,,,,,
concept:89350,Concept,89350,,,,,,,,,
synset:02669490-a,Synset,,02669490-a,,,,,,,,
concept:89351,Concept,89351,,,,,,,,,
synset:02669616-a,Synset,,02669616-a,,,,,,,,
concept:89352,Concept,89352,,,,,,,,,
synset:02669731-a,Synset,,02669731-a,,,,,,,,
concept:89353,Concept,89353,,,,,,,,,
synset:02669806-a,Synset,,02669806-a,,,,,,,,
concept:89354,Concept,89354,,,,,,,,,
synset:02670050-a,Synset,,02670050-a,,,,,,,,
concept:89355,Concept,89355,,,,,,,,,
synset:02670202-a,Synset,,02670202-a,,,,,,,,
concept:89356,Concept,89356,,,,,,,,,
synset:02670411-a,Synset,,02670411-a,,,,,,,,
concept:89357,Concept,89357,,,,,,,,,
synset:02670572-a,Synset,,02670572-a,,,,,,,,
concept:89358,Concept,89358,,,,,,,,,
synset:02670678-a,Synset,,02670678-a,,,,,,,,
concept:89359,Concept,89359,,,,,,,,,
synset:02670812-a,Synset,,02670812-a,,,,,,,,
concept:8936,Concept,8936,,,,,,,,,
synset:01796519-n,Synset,,01796519-n,,,,,,,,
concept:89360,Concept,89360,,,,,,,,,
synset:02670899-a,Synset,,02670899-a,,,,,,,,
concept:89361,Concept,89361,,,,,,,,,
synset:02671038-a,Synset,,02671038-a,,,,,,,,
concept:89362,Concept,89362,,,,,,,,,
synset:02671202-a,Synset,,02671202-a,,,,,,,,
concept:89363,Concept,89363,,,,,,,,,
synset:02671423-a,Synset,,02671423-a,,,,,,,,
concept:89364,Concept,89364,,,,,,,,,
synset:02671577-a,Synset,,02671577-a,,,,,,,,
concept:89365,Concept,89365,,,,,,,,,
synset:02671714-a,Synset,,02671714-a,,,,,,,,
concept:89366,Concept,89366,,,,,,,,,
synset:02671795-a,Synset,,02671795-a,,,,,,,,
concept:89367,Concept,89367,,,,,,,,,
synset:02671885-a,Synset,,02671885-a,,,,,,,,
concept:89368,Concept,89368,,,,,,,,,
synset:02672015-a,Synset,,02672015-a,,,,,,,,
concept:89369,Concept,89369,,,,,,,,,
synset:02672116-a,Synset,,02672116-a,,,,,,,,
concept:8937,Concept,8937,,,,,,,,,
synset:01796729-n,Synset,,01796729-n,,,,,,,,
concept:89370,Concept,89370,,,,,,,,,
synset:02672219-a,Synset,,02672219-a,,,,,,,,
concept:89371,Concept,89371,,,,,,,,,
synset:02672344-a,Synset,,02672344-a,,,,,,,,
concept:89372,Concept,89372,,,,,,,,,
synset:02672500-a,Synset,,02672500-a,,,,,,,,
concept:89373,Concept,89373,,,,,,,,,
synset:02672591-a,Synset,,02672591-a,,,,,,,,
concept:89374,Concept,89374,,,,,,,,,
synset:02672729-a,Synset,,02672729-a,,,,,,,,
concept:89375,Concept,89375,,,,,,,,,
synset:02672886-a,Synset,,02672886-a,,,,,,,,
concept:89376,Concept,89376,,,,,,,,,
synset:02673022-a,Synset,,02673022-a,,,,,,,,
concept:89377,Concept,89377,,,,,,,,,
synset:02673139-a,Synset,,02673139-a,,,,,,,,
concept:89378,Concept,89378,,,,,,,,,
synset:02673345-a,Synset,,02673345-a,,,,,,,,
concept:89379,Concept,89379,,,,,,,,,
synset:02673446-a,Synset,,02673446-a,,,,,,,,
concept:8938,Concept,8938,,,,,,,,,
synset:01796800-n,Synset,,01796800-n,,,,,,,,
concept:89380,Concept,89380,,,,,,,,,
synset:02673594-a,Synset,,02673594-a,,,,,,,,
concept:89381,Concept,89381,,,,,,,,,
synset:02673712-a,Synset,,02673712-a,,,,,,,,
concept:89382,Concept,89382,,,,,,,,,
synset:02673810-a,Synset,,02673810-a,,,,,,,,
concept:89383,Concept,89383,,,,,,,,,
synset:02673880-a,Synset,,02673880-a,,,,,,,,
concept:89384,Concept,89384,,,,,,,,,
synset:02673969-a,Synset,,02673969-a,,,,,,,,
concept:89385,Concept,89385,,,,,,,,,
synset:02674148-a,Synset,,02674148-a,,,,,,,,
concept:89386,Concept,89386,,,,,,,,,
synset:02674303-a,Synset,,02674303-a,,,,,,,,
concept:89387,Concept,89387,,,,,,,,,
synset:02674398-a,Synset,,02674398-a,,,,,,,,
concept:89388,Concept,89388,,,,,,,,,
synset:02674530-a,Synset,,02674530-a,,,,,,,,
concept:89389,Concept,89389,,,,,,,,,
synset:02674642-a,Synset,,02674642-a,,,,,,,,
concept:8939,Concept,8939,,,,,,,,,
synset:01796870-n,Synset,,01796870-n,,,,,,,,
concept:89390,Concept,89390,,,,,,,,,
synset:02674772-a,Synset,,02674772-a,,,,,,,,
concept:89391,Concept,89391,,,,,,,,,
synset:02675055-a,Synset,,02675055-a,,,,,,,,
concept:89392,Concept,89392,,,,,,,,,
synset:02675196-a,Synset,,02675196-a,,,,,,,,
concept:89393,Concept,89393,,,,,,,,,
synset:02675320-a,Synset,,02675320-a,,,,,,,,
concept:89394,Concept,89394,,,,,,,,,
synset:02675446-a,Synset,,02675446-a,,,,,,,,
concept:89395,Concept,89395,,,,,,,,,
synset:02675626-a,Synset,,02675626-a,,,,,,,,
concept:89396,Concept,89396,,,,,,,,,
synset:02675738-a,Synset,,02675738-a,,,,,,,,
concept:89397,Concept,89397,,,,,,,,,
synset:02675856-a,Synset,,02675856-a,,,,,,,,
concept:89398,Concept,89398,,,,,,,,,
synset:02676046-a,Synset,,02676046-a,,,,,,,,
concept:89399,Concept,89399,,,,,,,,,
synset:02676205-a,Synset,,02676205-a,,,,,,,,
concept:894,Concept,894,,,,,,,,,
synset:00194257-n,Synset,,00194257-n,,,,,,,,
concept:8940,Concept,8940,,,,,,,,,
synset:01797020-n,Synset,,01797020-n,,,,,,,,
concept:89400,Concept,89400,,,,,,,,,
synset:02676309-a,Synset,,02676309-a,,,,,,,,
concept:89401,Concept,89401,,,,,,,,,
synset:02676383-a,Synset,,02676383-a,,,,,,,,
concept:89402,Concept,89402,,,,,,,,,
synset:02676456-a,Synset,,02676456-a,,,,,,,,
concept:89403,Concept,89403,,,,,,,,,
synset:02676610-a,Synset,,02676610-a,,,,,,,,
concept:89404,Concept,89404,,,,,,,,,
synset:02676825-a,Synset,,02676825-a,,,,,,,,
concept:89405,Concept,89405,,,,,,,,,
synset:02676966-a,Synset,,02676966-a,,,,,,,,
concept:89406,Concept,89406,,,,,,,,,
synset:02677112-a,Synset,,02677112-a,,,,,,,,
concept:89407,Concept,89407,,,,,,,,,
synset:02677231-a,Synset,,02677231-a,,,,,,,,
concept:89408,Concept,89408,,,,,,,,,
synset:02677332-a,Synset,,02677332-a,,,,,,,,
concept:89409,Concept,89409,,,,,,,,,
synset:02677549-a,Synset,,02677549-a,,,,,,,,
concept:8941,Concept,8941,,,,,,,,,
synset:01797180-n,Synset,,01797180-n,,,,,,,,
concept:89410,Concept,89410,,,,,,,,,
synset:02677703-a,Synset,,02677703-a,,,,,,,,
concept:89411,Concept,89411,,,,,,,,,
synset:02677861-a,Synset,,02677861-a,,,,,,,,
concept:89412,Concept,89412,,,,,,,,,
synset:02678001-a,Synset,,02678001-a,,,,,,,,
concept:89413,Concept,89413,,,,,,,,,
synset:02678087-a,Synset,,02678087-a,,,,,,,,
concept:89414,Concept,89414,,,,,,,,,
synset:02678218-a,Synset,,02678218-a,,,,,,,,
concept:89415,Concept,89415,,,,,,,,,
synset:02678371-a,Synset,,02678371-a,,,,,,,,
concept:89416,Concept,89416,,,,,,,,,
synset:02678502-a,Synset,,02678502-a,,,,,,,,
concept:89417,Concept,89417,,,,,,,,,
synset:02678677-a,Synset,,02678677-a,,,,,,,,
concept:89418,Concept,89418,,,,,,,,,
synset:02678850-a,Synset,,02678850-a,,,,,,,,
concept:89419,Concept,89419,,,,,,,,,
synset:02679063-a,Synset,,02679063-a,,,,,,,,
concept:8942,Concept,8942,,,,,,,,,
synset:01797307-n,Synset,,01797307-n,,,,,,,,
concept:89420,Concept,89420,,,,,,,,,
synset:02679202-a,Synset,,02679202-a,,,,,,,,
concept:89421,Concept,89421,,,,,,,,,
synset:02679352-a,Synset,,02679352-a,,,,,,,,
concept:89422,Concept,89422,,,,,,,,,
synset:02679468-a,Synset,,02679468-a,,,,,,,,
concept:89423,Concept,89423,,,,,,,,,
synset:02679653-a,Synset,,02679653-a,,,,,,,,
concept:89424,Concept,89424,,,,,,,,,
synset:02679858-a,Synset,,02679858-a,,,,,,,,
concept:89425,Concept,89425,,,,,,,,,
synset:02680017-a,Synset,,02680017-a,,,,,,,,
concept:89426,Concept,89426,,,,,,,,,
synset:02680151-a,Synset,,02680151-a,,,,,,,,
concept:89427,Concept,89427,,,,,,,,,
synset:02680242-a,Synset,,02680242-a,,,,,,,,
concept:89428,Concept,89428,,,,,,,,,
synset:02680492-a,Synset,,02680492-a,,,,,,,,
concept:89429,Concept,89429,,,,,,,,,
synset:02680580-a,Synset,,02680580-a,,,,,,,,
concept:8943,Concept,8943,,,,,,,,,
synset:01797472-n,Synset,,01797472-n,,,,,,,,
concept:89430,Concept,89430,,,,,,,,,
synset:02680723-a,Synset,,02680723-a,,,,,,,,
concept:89431,Concept,89431,,,,,,,,,
synset:02680977-a,Synset,,02680977-a,,,,,,,,
concept:89432,Concept,89432,,,,,,,,,
synset:02681141-a,Synset,,02681141-a,,,,,,,,
concept:89433,Concept,89433,,,,,,,,,
synset:02681282-a,Synset,,02681282-a,,,,,,,,
concept:89434,Concept,89434,,,,,,,,,
synset:00932184-a,Synset,,00932184-a,,,,,,,,
concept:89435,Concept,89435,,,,,,,,,
synset:02681567-a,Synset,,02681567-a,,,,,,,,
concept:89436,Concept,89436,,,,,,,,,
synset:02681681-a,Synset,,02681681-a,,,,,,,,
concept:89437,Concept,89437,,,,,,,,,
synset:02681776-a,Synset,,02681776-a,,,,,,,,
concept:89438,Concept,89438,,,,,,,,,
synset:02681881-a,Synset,,02681881-a,,,,,,,,
concept:89439,Concept,89439,,,,,,,,,
synset:02682039-a,Synset,,02682039-a,,,,,,,,
concept:89440,Concept,89440,,,,,,,,,
synset:02682134-a,Synset,,02682134-a,,,,,,,,
concept:89441,Concept,89441,,,,,,,,,
synset:02682298-a,Synset,,02682298-a,,,,,,,,
concept:89442,Concept,89442,,,,,,,,,
synset:02682406-a,Synset,,02682406-a,,,,,,,,
concept:89443,Concept,89443,,,,,,,,,
synset:02682543-a,Synset,,02682543-a,,,,,,,,
concept:89445,Concept,89445,,,,,,,,,
synset:02682699-a,Synset,,02682699-a,,,,,,,,
concept:89446,Concept,89446,,,,,,,,,
synset:02682863-a,Synset,,02682863-a,,,,,,,,
concept:89447,Concept,89447,,,,,,,,,
synset:02683049-a,Synset,,02683049-a,,,,,,,,
concept:89448,Concept,89448,,,,,,,,,
synset:02683160-a,Synset,,02683160-a,,,,,,,,
concept:89449,Concept,89449,,,,,,,,,
synset:02683315-a,Synset,,02683315-a,,,,,,,,
concept:8945,Concept,8945,,,,,,,,,
synset:01797767-n,Synset,,01797767-n,,,,,,,,
concept:89450,Concept,89450,,,,,,,,,
synset:02683419-a,Synset,,02683419-a,,,,,,,,
concept:89451,Concept,89451,,,,,,,,,
synset:02683650-a,Synset,,02683650-a,,,,,,,,
concept:89452,Concept,89452,,,,,,,,,
synset:02683869-a,Synset,,02683869-a,,,,,,,,
concept:89453,Concept,89453,,,,,,,,,
synset:02684005-a,Synset,,02684005-a,,,,,,,,
concept:89454,Concept,89454,,,,,,,,,
synset:02684198-a,Synset,,02684198-a,,,,,,,,
concept:89455,Concept,89455,,,,,,,,,
synset:02684317-a,Synset,,02684317-a,,,,,,,,
concept:89456,Concept,89456,,,,,,,,,
synset:02684482-a,Synset,,02684482-a,,,,,,,,
concept:89457,Concept,89457,,,,,,,,,
synset:02684557-a,Synset,,02684557-a,,,,,,,,
concept:89458,Concept,89458,,,,,,,,,
synset:02684742-a,Synset,,02684742-a,,,,,,,,
concept:89459,Concept,89459,,,,,,,,,
synset:02684875-a,Synset,,02684875-a,,,,,,,,
concept:8946,Concept,8946,,,,,,,,,
synset:01797886-n,Synset,,01797886-n,,,,,,,,
concept:89460,Concept,89460,,,,,,,,,
synset:02684971-a,Synset,,02684971-a,,,,,,,,
concept:89461,Concept,89461,,,,,,,,,
synset:02685153-a,Synset,,02685153-a,,,,,,,,
concept:89462,Concept,89462,,,,,,,,,
synset:02685299-a,Synset,,02685299-a,,,,,,,,
concept:89463,Concept,89463,,,,,,,,,
synset:02685539-a,Synset,,02685539-a,,,,,,,,
concept:89464,Concept,89464,,,,,,,,,
synset:02685785-a,Synset,,02685785-a,,,,,,,,
concept:89465,Concept,89465,,,,,,,,,
synset:02685946-a,Synset,,02685946-a,,,,,,,,
concept:89466,Concept,89466,,,,,,,,,
synset:02686046-a,Synset,,02686046-a,,,,,,,,
concept:89467,Concept,89467,,,,,,,,,
synset:02686159-a,Synset,,02686159-a,,,,,,,,
concept:89468,Concept,89468,,,,,,,,,
synset:02686322-a,Synset,,02686322-a,,,,,,,,
concept:89469,Concept,89469,,,,,,,,,
synset:02686439-a,Synset,,02686439-a,,,,,,,,
concept:8947,Concept,8947,,,,,,,,,
synset:01798052-n,Synset,,01798052-n,,,,,,,,
concept:89470,Concept,89470,,,,,,,,,
synset:02686630-a,Synset,,02686630-a,,,,,,,,
concept:89471,Concept,89471,,,,,,,,,
synset:02686950-a,Synset,,02686950-a,,,,,,,,
concept:89472,Concept,89472,,,,,,,,,
synset:02687191-a,Synset,,02687191-a,,,,,,,,
concept:89473,Concept,89473,,,,,,,,,
synset:02687333-a,Synset,,02687333-a,,,,,,,,
concept:89474,Concept,89474,,,,,,,,,
synset:02687434-a,Synset,,02687434-a,,,,,,,,
concept:89475,Concept,89475,,,,,,,,,
synset:02687578-a,Synset,,02687578-a,,,,,,,,
concept:89476,Concept,89476,,,,,,,,,
synset:02687727-a,Synset,,02687727-a,,,,,,,,
concept:89477,Concept,89477,,,,,,,,,
synset:02687822-a,Synset,,02687822-a,,,,,,,,
concept:89478,Concept,89478,,,,,,,,,
synset:02688016-a,Synset,,02688016-a,,,,,,,,
concept:89479,Concept,89479,,,,,,,,,
synset:02688131-a,Synset,,02688131-a,,,,,,,,
concept:8948,Concept,8948,,,,,,,,,
synset:01798168-n,Synset,,01798168-n,,,,,,,,
concept:89480,Concept,89480,,,,,,,,,
synset:02688263-a,Synset,,02688263-a,,,,,,,,
concept:89481,Concept,89481,,,,,,,,,
synset:02688369-a,Synset,,02688369-a,,,,,,,,
concept:89482,Concept,89482,,,,,,,,,
synset:02688523-a,Synset,,02688523-a,,,,,,,,
concept:89483,Concept,89483,,,,,,,,,
synset:02688623-a,Synset,,02688623-a,,,,,,,,
concept:89484,Concept,89484,,,,,,,,,
synset:02688833-a,Synset,,02688833-a,,,,,,,,
concept:89485,Concept,89485,,,,,,,,,
synset:02688974-a,Synset,,02688974-a,,,,,,,,
concept:89486,Concept,89486,,,,,,,,,
synset:02689112-a,Synset,,02689112-a,,,,,,,,
concept:89487,Concept,89487,,,,,,,,,
synset:02689256-a,Synset,,02689256-a,,,,,,,,
concept:89488,Concept,89488,,,,,,,,,
synset:02689430-a,Synset,,02689430-a,,,,,,,,
concept:89489,Concept,89489,,,,,,,,,
synset:02689542-a,Synset,,02689542-a,,,,,,,,
concept:8949,Concept,8949,,,,,,,,,
synset:01798352-n,Synset,,01798352-n,,,,,,,,
concept:89490,Concept,89490,,,,,,,,,
synset:02689658-a,Synset,,02689658-a,,,,,,,,
concept:89491,Concept,89491,,,,,,,,,
synset:02689782-a,Synset,,02689782-a,,,,,,,,
concept:89492,Concept,89492,,,,,,,,,
synset:02689889-a,Synset,,02689889-a,,,,,,,,
concept:89493,Concept,89493,,,,,,,,,
synset:02689973-a,Synset,,02689973-a,,,,,,,,
concept:89494,Concept,89494,,,,,,,,,
synset:02690153-a,Synset,,02690153-a,,,,,,,,
concept:89495,Concept,89495,,,,,,,,,
synset:02690270-a,Synset,,02690270-a,,,,,,,,
concept:89496,Concept,89496,,,,,,,,,
synset:02690429-a,Synset,,02690429-a,,,,,,,,
concept:89497,Concept,89497,,,,,,,,,
synset:02690613-a,Synset,,02690613-a,,,,,,,,
concept:89498,Concept,89498,,,,,,,,,
synset:02690922-a,Synset,,02690922-a,,,,,,,,
concept:89499,Concept,89499,,,,,,,,,
synset:02691028-a,Synset,,02691028-a,,,,,,,,
concept:895,Concept,895,,,,,,,,,
synset:00194414-n,Synset,,00194414-n,,,,,,,,
concept:8950,Concept,8950,,,,,,,,,
synset:01798484-n,Synset,,01798484-n,,,,,,,,
concept:89500,Concept,89500,,,,,,,,,
synset:02691142-a,Synset,,02691142-a,,,,,,,,
concept:89501,Concept,89501,,,,,,,,,
synset:02691237-a,Synset,,02691237-a,,,,,,,,
concept:89502,Concept,89502,,,,,,,,,
synset:02691390-a,Synset,,02691390-a,,,,,,,,
concept:89503,Concept,89503,,,,,,,,,
synset:02691531-a,Synset,,02691531-a,,,,,,,,
concept:89504,Concept,89504,,,,,,,,,
synset:02691680-a,Synset,,02691680-a,,,,,,,,
concept:89505,Concept,89505,,,,,,,,,
synset:02691839-a,Synset,,02691839-a,,,,,,,,
concept:89506,Concept,89506,,,,,,,,,
synset:02691944-a,Synset,,02691944-a,,,,,,,,
concept:89507,Concept,89507,,,,,,,,,
synset:02692034-a,Synset,,02692034-a,,,,,,,,
concept:89508,Concept,89508,,,,,,,,,
synset:02692105-a,Synset,,02692105-a,,,,,,,,
concept:89509,Concept,89509,,,,,,,,,
synset:02692229-a,Synset,,02692229-a,,,,,,,,
concept:8951,Concept,8951,,,,,,,,,
synset:01798706-n,Synset,,01798706-n,,,,,,,,
concept:89510,Concept,89510,,,,,,,,,
synset:02692378-a,Synset,,02692378-a,,,,,,,,
concept:89511,Concept,89511,,,,,,,,,
synset:02692471-a,Synset,,02692471-a,,,,,,,,
concept:89512,Concept,89512,,,,,,,,,
synset:02692624-a,Synset,,02692624-a,,,,,,,,
concept:89513,Concept,89513,,,,,,,,,
synset:02692815-a,Synset,,02692815-a,,,,,,,,
concept:89514,Concept,89514,,,,,,,,,
synset:02692966-a,Synset,,02692966-a,,,,,,,,
concept:89515,Concept,89515,,,,,,,,,
synset:02693186-a,Synset,,02693186-a,,,,,,,,
concept:89516,Concept,89516,,,,,,,,,
synset:02693278-a,Synset,,02693278-a,,,,,,,,
concept:89517,Concept,89517,,,,,,,,,
synset:02693440-a,Synset,,02693440-a,,,,,,,,
concept:89518,Concept,89518,,,,,,,,,
synset:02693533-a,Synset,,02693533-a,,,,,,,,
concept:89519,Concept,89519,,,,,,,,,
synset:02693701-a,Synset,,02693701-a,,,,,,,,
concept:8952,Concept,8952,,,,,,,,,
synset:01798839-n,Synset,,01798839-n,,,,,,,,
concept:89520,Concept,89520,,,,,,,,,
synset:02693802-a,Synset,,02693802-a,,,,,,,,
concept:89521,Concept,89521,,,,,,,,,
synset:02693895-a,Synset,,02693895-a,,,,,,,,
concept:89522,Concept,89522,,,,,,,,,
synset:02694109-a,Synset,,02694109-a,,,,,,,,
concept:89523,Concept,89523,,,,,,,,,
synset:02694247-a,Synset,,02694247-a,,,,,,,,
concept:89524,Concept,89524,,,,,,,,,
synset:02694583-a,Synset,,02694583-a,,,,,,,,
concept:89525,Concept,89525,,,,,,,,,
synset:02694784-a,Synset,,02694784-a,,,,,,,,
concept:89526,Concept,89526,,,,,,,,,
synset:02694948-a,Synset,,02694948-a,,,,,,,,
concept:89527,Concept,89527,,,,,,,,,
synset:02695045-a,Synset,,02695045-a,,,,,,,,
concept:89528,Concept,89528,,,,,,,,,
synset:02695229-a,Synset,,02695229-a,,,,,,,,
concept:89529,Concept,89529,,,,,,,,,
synset:02695389-a,Synset,,02695389-a,,,,,,,,
concept:8953,Concept,8953,,,,,,,,,
synset:01798979-n,Synset,,01798979-n,,,,,,,,
concept:89530,Concept,89530,,,,,,,,,
synset:02695522-a,Synset,,02695522-a,,,,,,,,
concept:89531,Concept,89531,,,,,,,,,
synset:02695647-a,Synset,,02695647-a,,,,,,,,
concept:89532,Concept,89532,,,,,,,,,
synset:02695765-a,Synset,,02695765-a,,,,,,,,
concept:89533,Concept,89533,,,,,,,,,
synset:02695966-a,Synset,,02695966-a,,,,,,,,
concept:89534,Concept,89534,,,,,,,,,
synset:02696090-a,Synset,,02696090-a,,,,,,,,
concept:89535,Concept,89535,,,,,,,,,
synset:02696234-a,Synset,,02696234-a,,,,,,,,
concept:89536,Concept,89536,,,,,,,,,
synset:02696386-a,Synset,,02696386-a,,,,,,,,
concept:89537,Concept,89537,,,,,,,,,
synset:02696515-a,Synset,,02696515-a,,,,,,,,
concept:89538,Concept,89538,,,,,,,,,
synset:02696638-a,Synset,,02696638-a,,,,,,,,
concept:89539,Concept,89539,,,,,,,,,
synset:02696795-a,Synset,,02696795-a,,,,,,,,
concept:8954,Concept,8954,,,,,,,,,
synset:01799086-n,Synset,,01799086-n,,,,,,,,
concept:89540,Concept,89540,,,,,,,,,
synset:02696920-a,Synset,,02696920-a,,,,,,,,
concept:89541,Concept,89541,,,,,,,,,
synset:02697116-a,Synset,,02697116-a,,,,,,,,
concept:89542,Concept,89542,,,,,,,,,
synset:02697329-a,Synset,,02697329-a,,,,,,,,
concept:89543,Concept,89543,,,,,,,,,
synset:02697452-a,Synset,,02697452-a,,,,,,,,
concept:89544,Concept,89544,,,,,,,,,
synset:02697677-a,Synset,,02697677-a,,,,,,,,
concept:89545,Concept,89545,,,,,,,,,
synset:02697781-a,Synset,,02697781-a,,,,,,,,
concept:89546,Concept,89546,,,,,,,,,
synset:02697911-a,Synset,,02697911-a,,,,,,,,
concept:89547,Concept,89547,,,,,,,,,
synset:02698031-a,Synset,,02698031-a,,,,,,,,
concept:89548,Concept,89548,,,,,,,,,
synset:02698301-a,Synset,,02698301-a,,,,,,,,
concept:89549,Concept,89549,,,,,,,,,
synset:02698379-a,Synset,,02698379-a,,,,,,,,
concept:8955,Concept,8955,,,,,,,,,
synset:01799302-n,Synset,,01799302-n,,,,,,,,
concept:89550,Concept,89550,,,,,,,,,
synset:02698514-a,Synset,,02698514-a,,,,,,,,
concept:89551,Concept,89551,,,,,,,,,
synset:02698663-a,Synset,,02698663-a,,,,,,,,
concept:89552,Concept,89552,,,,,,,,,
synset:02698782-a,Synset,,02698782-a,,,,,,,,
concept:89553,Concept,89553,,,,,,,,,
synset:02698898-a,Synset,,02698898-a,,,,,,,,
concept:89554,Concept,89554,,,,,,,,,
synset:02699011-a,Synset,,02699011-a,,,,,,,,
concept:89555,Concept,89555,,,,,,,,,
synset:02699121-a,Synset,,02699121-a,,,,,,,,
concept:89556,Concept,89556,,,,,,,,,
synset:02699289-a,Synset,,02699289-a,,,,,,,,
concept:89557,Concept,89557,,,,,,,,,
synset:02699451-a,Synset,,02699451-a,,,,,,,,
concept:89558,Concept,89558,,,,,,,,,
synset:02699524-a,Synset,,02699524-a,,,,,,,,
concept:89559,Concept,89559,,,,,,,,,
synset:02699792-a,Synset,,02699792-a,,,,,,,,
concept:8956,Concept,8956,,,,,,,,,
synset:01799540-n,Synset,,01799540-n,,,,,,,,
concept:89560,Concept,89560,,,,,,,,,
synset:02700029-a,Synset,,02700029-a,,,,,,,,
concept:89561,Concept,89561,,,,,,,,,
synset:02700199-a,Synset,,02700199-a,,,,,,,,
concept:89562,Concept,89562,,,,,,,,,
synset:02700317-a,Synset,,02700317-a,,,,,,,,
concept:89563,Concept,89563,,,,,,,,,
synset:02700434-a,Synset,,02700434-a,,,,,,,,
concept:89564,Concept,89564,,,,,,,,,
synset:02700615-a,Synset,,02700615-a,,,,,,,,
concept:89565,Concept,89565,,,,,,,,,
synset:02700792-a,Synset,,02700792-a,,,,,,,,
concept:89566,Concept,89566,,,,,,,,,
synset:02700918-a,Synset,,02700918-a,,,,,,,,
concept:89567,Concept,89567,,,,,,,,,
synset:02701099-a,Synset,,02701099-a,,,,,,,,
concept:89568,Concept,89568,,,,,,,,,
synset:02701253-a,Synset,,02701253-a,,,,,,,,
concept:89569,Concept,89569,,,,,,,,,
synset:02701377-a,Synset,,02701377-a,,,,,,,,
concept:8957,Concept,8957,,,,,,,,,
synset:01799679-n,Synset,,01799679-n,,,,,,,,
